strain_entity_id,canonical_genome_path,total_bp,contigs,largest_contig_bp,skani_compatible,exclusion_reason,learned_nearclone_block,raw_nearclone_block,FINAL_nearclone_99_5_block,learned_lineage95_block,raw_lineage95_block,FINAL_lineage_95_block
STRAIN_000249,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000249.fa.gz,3143369,2,3113601,True,,LNC_0053,RNC_0049,NC_0049,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000250,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000250.fa.gz,2225962,1,2225962,True,,LNC_0233,RNC_0224,NC_0224,LANI95_0017,RANI95_0017,ANI95_0017
STRAIN_000251,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000251.fa.gz,2145445,1,2145445,True,,LNC_0234,RNC_0225,NC_0225,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000252,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000252.fa.gz,2201251,27,272948,True,,LNC_0031,RNC_0032,NC_0032,LANI95_0013,RANI95_0013,ANI95_0013
STRAIN_000253,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000253.fa.gz,2330492,2,2297851,True,,LNC_0235,RNC_0226,NC_0226,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000254,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000254.fa.gz,3068696,595,67226,True,,LNC_0007,RNC_0006,NC_0006,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000255,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000255.fa.gz,2427048,1,2427048,True,,LNC_0236,RNC_0227,NC_0227,LANI95_0015,RANI95_0015,ANI95_0015
STRAIN_000256,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000256.fa.gz,2473047,86,176320,True,,LNC_0057,RNC_0053,NC_0053,LANI95_0009,RANI95_0009,ANI95_0009
STRAIN_000257,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000257.fa.gz,1991758,27,552040,True,,LNC_0001,RNC_0002,NC_0002,LANI95_0010,RANI95_0010,ANI95_0010
STRAIN_000258,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000258.fa.gz,1963012,1,1963012,True,,LNC_0002,RNC_0004,NC_0004,LANI95_0011,RANI95_0011,ANI95_0011
STRAIN_000259,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000259.fa.gz,1815647,250,73860,True,,LNC_0237,RNC_0028,NC_0028,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000260,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000260.fa.gz,2925584,145,111877,True,,LNC_0019,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000261,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000261.fa.gz,2566297,116,2099664,True,,LNC_0238,RNC_0228,NC_0228,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000262,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000262.fa.gz,2592264,2,2554693,True,,LNC_0079,RNC_0074,NC_0074,LANI95_0008,RANI95_0008,ANI95_0008
STRAIN_000263,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000263.fa.gz,2760872,7,2589250,True,,LNC_0239,RNC_0229,NC_0229,LANI95_0008,RANI95_0008,ANI95_0008
STRAIN_000264,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000264.fa.gz,1789138,1,1789138,True,,LNC_0240,RNC_0230,NC_0230,LANI95_0027,RANI95_0027,ANI95_0027
STRAIN_000265,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000265.fa.gz,2372966,1,2372966,True,,LNC_0241,RNC_0231,NC_0231,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_000266,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000266.fa.gz,1970999,124,136903,True,,LNC_0001,RNC_0002,NC_0002,LANI95_0010,RANI95_0010,ANI95_0010
STRAIN_000267,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000267.fa.gz,2592265,183,136659,True,,LNC_0073,RNC_0068,NC_0068,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000268,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000268.fa.gz,3186676,162,228744,True,,LNC_0242,RNC_0232,NC_0232,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000269,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000269.fa.gz,1753460,5,1736780,True,,LNC_0243,RNC_0233,NC_0233,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000270,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000270.fa.gz,1782129,4,1778760,True,,LNC_0244,RNC_0234,NC_0234,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000271,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000271.fa.gz,1828225,6,1820209,True,,LNC_0245,RNC_0235,NC_0235,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000272,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000272.fa.gz,1871119,1,1871119,True,,LNC_0246,RNC_0236,NC_0236,LANI95_0017,RANI95_0017,ANI95_0017
STRAIN_000273,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000273.fa.gz,2240722,6,1121499,True,,LNC_0247,RNC_0237,NC_0237,LANI95_0012,RANI95_0012,ANI95_0012
STRAIN_000274,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000274.fa.gz,2288919,1,2288919,True,,LNC_0084,RNC_0079,NC_0079,LANI95_0012,RANI95_0012,ANI95_0012
STRAIN_000275,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000275.fa.gz,2315904,1,2315904,True,,LNC_0085,RNC_0080,NC_0080,LANI95_0012,RANI95_0012,ANI95_0012
STRAIN_000276,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000276.fa.gz,1789314,7,1782640,True,,LNC_0248,RNC_0238,NC_0238,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000277,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000277.fa.gz,1889556,16,1834035,True,,LNC_0249,RNC_0239,NC_0239,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000278,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000278.fa.gz,3064279,5,2938059,True,,LNC_0086,RNC_0081,NC_0081,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000279,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000279.fa.gz,1959887,77,1923368,True,,LNC_0002,RNC_0004,NC_0004,LANI95_0011,RANI95_0011,ANI95_0011
STRAIN_000280,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000280.fa.gz,2780019,178,126593,True,,LNC_0020,RNC_0020,NC_0020,LANI95_0018,RANI95_0018,ANI95_0018
STRAIN_000281,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000281.fa.gz,2934843,63,202159,True,,LNC_0004,RNC_0005,NC_0005,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000282,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000282.fa.gz,1931057,1,1931057,True,,LNC_0002,RNC_0004,NC_0004,LANI95_0011,RANI95_0011,ANI95_0011
STRAIN_000283,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000283.fa.gz,1845495,1,1845495,True,,LNC_0022,RNC_0007,NC_0007,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000284,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000284.fa.gz,4188369,1,4188369,True,,LNC_0011,RNC_0012,NC_0012,LANI95_0014,RANI95_0014,ANI95_0014
STRAIN_000285,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000285.fa.gz,4193640,1,4193640,True,,LNC_0011,RNC_0012,NC_0012,LANI95_0014,RANI95_0014,ANI95_0014
STRAIN_000286,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000286.fa.gz,2051152,10,824571,True,,LNC_0250,RNC_0240,NC_0240,LANI95_0016,RANI95_0016,ANI95_0016
STRAIN_000287,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000287.fa.gz,4039155,1,4039155,True,,LNC_0251,RNC_0241,NC_0241,LANI95_0014,RANI95_0014,ANI95_0014
STRAIN_000288,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000288.fa.gz,2328179,23,548016,True,,LNC_0252,RNC_0242,NC_0242,LANI95_0020,RANI95_0020,ANI95_0020
STRAIN_000289,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000289.fa.gz,3031620,83,194806,True,,LNC_0024,RNC_0023,NC_0023,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000290,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000290.fa.gz,2066054,25,628010,True,,LNC_0253,RNC_0243,NC_0243,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000291,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000291.fa.gz,2564809,38,315514,True,,LNC_0010,RNC_0011,NC_0011,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_000292,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000292.fa.gz,3324076,33,489345,True,,LNC_0039,RNC_0033,NC_0033,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000293,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000293.fa.gz,2497121,357,43367,True,,LNC_0254,RNC_0244,NC_0244,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000294,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000294.fa.gz,2203222,1,2203222,True,,LNC_0255,RNC_0245,NC_0245,LANI95_0016,RANI95_0016,ANI95_0016
STRAIN_000295,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000295.fa.gz,2208468,2,1642032,True,,LNC_0031,RNC_0032,NC_0032,LANI95_0013,RANI95_0013,ANI95_0013
STRAIN_000296,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000296.fa.gz,2384703,8,1052891,True,,LNC_0023,RNC_0022,NC_0022,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_000297,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000297.fa.gz,2304613,15,828401,True,,LNC_0256,RNC_0246,NC_0246,LANI95_0016,RANI95_0016,ANI95_0016
STRAIN_000298,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000298.fa.gz,2099496,12,587506,True,,LNC_0257,RNC_0247,NC_0247,LANI95_0081,RANI95_0080,ANI95_0080
STRAIN_000299,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000299.fa.gz,2922140,90,264334,True,,LNC_0258,RNC_0248,NC_0248,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000300,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000300.fa.gz,1980298,36,292794,True,,LNC_0259,RNC_0249,NC_0249,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000301,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000301.fa.gz,3507828,7,3364521,True,,LNC_0040,RNC_0038,NC_0038,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000302,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000302.fa.gz,3313644,4,3257132,True,,LNC_0005,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000303,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000303.fa.gz,2284490,72,768668,True,,LNC_0087,RNC_0082,NC_0082,LANI95_0020,RANI95_0020,ANI95_0020
STRAIN_000304,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000304.fa.gz,2202787,50,358666,True,,LNC_0031,RNC_0032,NC_0032,LANI95_0013,RANI95_0013,ANI95_0013
STRAIN_000305,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000305.fa.gz,2337521,1,2337521,True,,LNC_0260,RNC_0250,NC_0250,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_000306,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000306.fa.gz,2032698,1,2032698,True,,LNC_0261,RNC_0251,NC_0251,LANI95_0026,RANI95_0026,ANI95_0026
STRAIN_000307,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000307.fa.gz,2488699,1,2488699,True,,LNC_0262,RNC_0252,NC_0252,LANI95_0008,RANI95_0008,ANI95_0008
STRAIN_000308,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000308.fa.gz,2723202,9,2503991,True,,LNC_0263,RNC_0253,NC_0253,LANI95_0009,RANI95_0009,ANI95_0009
STRAIN_000309,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000309.fa.gz,1946899,1,1946899,True,,LNC_0002,RNC_0004,NC_0004,LANI95_0011,RANI95_0011,ANI95_0011
STRAIN_000310,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000310.fa.gz,1958651,1,1958651,True,,LNC_0002,RNC_0004,NC_0004,LANI95_0011,RANI95_0011,ANI95_0011
STRAIN_000311,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000311.fa.gz,5192286,7,4591803,True,,LNC_0264,RNC_0254,NC_0254,LANI95_0082,RANI95_0081,ANI95_0081
STRAIN_000312,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000312.fa.gz,2173720,1,2173720,True,,LNC_0265,RNC_0255,NC_0255,LANI95_0016,RANI95_0016,ANI95_0016
STRAIN_000313,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000313.fa.gz,1938624,1,1938624,True,,LNC_0002,RNC_0004,NC_0004,LANI95_0011,RANI95_0011,ANI95_0011
STRAIN_000314,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000314.fa.gz,4195102,1,4195102,True,,LNC_0011,RNC_0012,NC_0012,LANI95_0014,RANI95_0014,ANI95_0014
STRAIN_000315,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000315.fa.gz,3017804,3,2995875,True,,LNC_0032,RNC_0034,NC_0034,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000316,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000316.fa.gz,2952961,3,2924929,True,,LNC_0020,RNC_0020,NC_0020,LANI95_0018,RANI95_0018,ANI95_0018
STRAIN_000317,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000317.fa.gz,2290145,1,2290145,True,,LNC_0266,RNC_0256,NC_0256,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_000318,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000318.fa.gz,3371458,47,438717,True,,LNC_0003,RNC_0003,NC_0003,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000319,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000319.fa.gz,3366995,1,3366995,True,,LNC_0267,RNC_0257,NC_0257,LANI95_0083,RANI95_0022,ANI95_0022
STRAIN_000320,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000320.fa.gz,2545792,88,468991,True,,LNC_0041,RNC_0039,NC_0039,LANI95_0008,RANI95_0008,ANI95_0008
STRAIN_000321,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000321.fa.gz,1746939,10,1736449,True,,LNC_0268,RNC_0258,NC_0258,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000322,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000322.fa.gz,1844433,15,1789956,True,,LNC_0269,RNC_0259,NC_0259,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000323,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000323.fa.gz,2435429,99,136662,True,,LNC_0270,RNC_0260,NC_0260,LANI95_0009,RANI95_0009,ANI95_0009
STRAIN_000324,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000324.fa.gz,3624641,1,3624641,True,,LNC_0042,RNC_0040,NC_0040,LANI95_0022,RANI95_0022,ANI95_0022
STRAIN_000325,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000325.fa.gz,3310674,3,3284260,True,,LNC_0058,RNC_0054,NC_0054,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000326,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000326.fa.gz,2889314,71,238997,True,,LNC_0013,RNC_0014,NC_0014,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000327,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000327.fa.gz,1991969,1,1991969,True,,LNC_0001,RNC_0002,NC_0002,LANI95_0010,RANI95_0010,ANI95_0010
STRAIN_000328,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000328.fa.gz,2254339,6,1743969,True,,LNC_0271,RNC_0261,NC_0261,LANI95_0020,RANI95_0020,ANI95_0020
STRAIN_000329,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000329.fa.gz,3023416,92,314474,True,,LNC_0272,RNC_0262,NC_0262,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000330,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000330.fa.gz,3237330,178,200934,True,,LNC_0015,RNC_0017,NC_0017,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000331,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000331.fa.gz,3292151,1436,148366,True,,LNC_0273,RNC_0263,NC_0263,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000332,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000332.fa.gz,2106631,2,2096031,True,,LNC_0274,RNC_0264,NC_0264,LANI95_0017,RANI95_0017,ANI95_0017
STRAIN_000333,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000333.fa.gz,2098510,1,2098510,True,,LNC_0275,RNC_0265,NC_0265,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000334,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000334.fa.gz,1861792,1,1861792,True,,LNC_0052,RNC_0007,NC_0007,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000335,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000335.fa.gz,2966480,71,588029,True,,LNC_0276,RNC_0266,NC_0266,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000336,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000336.fa.gz,3079349,174,150860,True,,LNC_0008,RNC_0009,NC_0009,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000337,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000337.fa.gz,3325806,11,2312345,True,,LNC_0058,RNC_0054,NC_0054,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000338,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000338.fa.gz,2084058,1,2084058,True,,LNC_0277,RNC_0267,NC_0267,LANI95_0017,RANI95_0017,ANI95_0017
STRAIN_000339,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000339.fa.gz,1850434,1,1850434,True,,LNC_0022,RNC_0007,NC_0007,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000340,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000340.fa.gz,3330093,18,588024,True,,LNC_0003,RNC_0003,NC_0003,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000341,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000341.fa.gz,1829655,55,260777,True,,LNC_0043,RNC_0041,NC_0041,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000342,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000342.fa.gz,1822484,93,129762,True,,LNC_0278,RNC_0268,NC_0268,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000343,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000343.fa.gz,2315664,34,521039,True,,LNC_0279,RNC_0269,NC_0269,LANI95_0016,RANI95_0016,ANI95_0016
STRAIN_000344,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000344.fa.gz,2633826,6,2400704,True,,LNC_0088,RNC_0083,NC_0083,LANI95_0009,RANI95_0009,ANI95_0009
STRAIN_000345,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000345.fa.gz,3001027,26,784830,True,,LNC_0280,RNC_0270,NC_0270,LANI95_0084,RANI95_0018,ANI95_0018
STRAIN_000346,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000346.fa.gz,2223105,10,863792,True,,LNC_0059,RNC_0055,NC_0055,LANI95_0013,RANI95_0013,ANI95_0013
STRAIN_000347,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000347.fa.gz,2360966,9,786960,True,,LNC_0281,RNC_0271,NC_0271,LANI95_0013,RANI95_0013,ANI95_0013
STRAIN_000348,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000348.fa.gz,2310178,34,222722,True,,LNC_0282,RNC_0272,NC_0272,LANI95_0013,RANI95_0013,ANI95_0013
STRAIN_000349,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000349.fa.gz,2211039,1,2211039,True,,LNC_0031,RNC_0032,NC_0032,LANI95_0013,RANI95_0013,ANI95_0013
STRAIN_000350,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000350.fa.gz,2269415,1,2269415,True,,LNC_0036,RNC_0037,NC_0037,LANI95_0012,RANI95_0012,ANI95_0012
STRAIN_000351,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000351.fa.gz,2079525,1,2079525,True,,LNC_0283,RNC_0273,NC_0273,LANI95_0085,RANI95_0082,ANI95_0082
STRAIN_000352,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000352.fa.gz,2313752,1,2313752,True,,LNC_0087,RNC_0082,NC_0082,LANI95_0020,RANI95_0020,ANI95_0020
STRAIN_000353,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000353.fa.gz,3694837,1,3694837,True,,LNC_0042,RNC_0040,NC_0040,LANI95_0022,RANI95_0022,ANI95_0022
STRAIN_000354,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000354.fa.gz,2635669,1,2635669,True,,LNC_0078,RNC_0073,NC_0073,LANI95_0023,RANI95_0023,ANI95_0023
STRAIN_000355,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000355.fa.gz,2327220,128,148677,True,,LNC_0089,RNC_0084,NC_0084,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_000356,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000356.fa.gz,2467698,1,2467698,True,,LNC_0284,RNC_0274,NC_0274,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_000357,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000357.fa.gz,3004788,167,134389,True,,LNC_0004,RNC_0005,NC_0005,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000358,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000358.fa.gz,2973347,5,2770411,True,,LNC_0285,RNC_0275,NC_0275,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000359,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000359.fa.gz,3076437,1,3076437,True,,LNC_0044,RNC_0025,NC_0025,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000360,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000360.fa.gz,1912453,18,530789,True,,LNC_0002,RNC_0004,NC_0004,LANI95_0011,RANI95_0011,ANI95_0011
STRAIN_000361,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000361.fa.gz,1912379,18,530832,True,,LNC_0002,RNC_0004,NC_0004,LANI95_0011,RANI95_0011,ANI95_0011
STRAIN_000362,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000362.fa.gz,3273239,3,3156839,True,,LNC_0009,RNC_0010,NC_0010,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000363,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000363.fa.gz,3237652,1,3237652,True,,LNC_0045,RNC_0042,NC_0042,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000364,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000364.fa.gz,1876516,1,1876516,True,,LNC_0030,RNC_0007,NC_0007,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000365,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000365.fa.gz,2578115,1,2578115,True,,LNC_0286,RNC_0276,NC_0276,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_000366,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000366.fa.gz,2210370,1,2210370,True,,LNC_0287,RNC_0277,NC_0277,LANI95_0013,RANI95_0013,ANI95_0013
STRAIN_000367,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000367.fa.gz,2426006,2,2421115,True,,LNC_0090,RNC_0085,NC_0085,LANI95_0012,RANI95_0012,ANI95_0012
STRAIN_000368,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000368.fa.gz,2455762,2,2453124,True,,LNC_0288,RNC_0278,NC_0278,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_000369,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000369.fa.gz,3198337,1,3198337,True,,LNC_0060,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000370,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000370.fa.gz,2011828,108,137244,True,,LNC_0043,RNC_0041,NC_0041,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000371,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000371.fa.gz,1769014,85,145657,True,,LNC_0022,RNC_0007,NC_0007,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000372,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000372.fa.gz,3503067,13,1586832,True,,LNC_0005,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
