strain_entity_id,canonical_genome_path,total_bp_x,contigs,largest_contig_bp_x,skani_compatible,exclusion_reason,learned_nearclone_block,raw_nearclone_block,FINAL_nearclone_99_5_block,learned_lineage95_block,raw_lineage95_block,FINAL_lineage_95_block,source_genome_path,normalized_genome_path,n_contigs,total_bp_y,largest_contig_bp_y,normalization_status,parse_status,n_genes,n_contigs_with_genes,partial_genes,internal_stop_proteins,coordinate_length_mismatches,median_protein_length_aa,partial_gene_fraction,gene_call_qc,global_gene_count_extreme,stage02_1_decision
STRAIN_000492,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000492.fa.gz,3040388,1,3040388,True,,LNC_0037,RNC_0006,NC_0006,LANI95_0001,RANI95_0001,ANI95_0001,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000492.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000492.fna.gz,1,3040388,3040388,PASS,PASS,2856,1,1,0,0,257.0,0.0003501400560224,PASS,False,KEEP
STRAIN_000493,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000493.fa.gz,1991906,1,1991906,True,,LNC_0001,RNC_0002,NC_0002,LANI95_0010,RANI95_0010,ANI95_0010,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000493.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000493.fna.gz,1,1991906,1991906,PASS,PASS,1867,1,2,0,0,270.0,0.0010712372790573,PASS,False,KEEP
STRAIN_000494,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000494.fa.gz,2898501,166,396305,True,,LNC_0013,RNC_0014,NC_0014,LANI95_0003,RANI95_0003,ANI95_0003,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000494.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000494.fna.gz,166,2898501,396305,PASS,PASS,2812,164,230,0,0,255.0,0.0817923186344238,PASS,False,KEEP
STRAIN_000495,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000495.fa.gz,2092273,1,2092273,True,,LNC_0333,RNC_0320,NC_0320,LANI95_0005,RANI95_0005,ANI95_0005,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000495.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000495.fna.gz,1,2092273,2092273,PASS,PASS,2068,1,2,0,0,259.0,0.0009671179883945,PASS,False,KEEP
STRAIN_000496,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000496.fa.gz,3368579,66,575210,True,,LNC_0334,RNC_0321,NC_0321,LANI95_0001,RANI95_0001,ANI95_0001,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000496.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000496.fna.gz,66,3368579,575210,PASS,PASS,3237,64,88,0,0,250.0,0.0271856657398826,PASS,False,KEEP
STRAIN_000497,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000497.fa.gz,2942538,1,2942538,True,,LNC_0335,RNC_0322,NC_0322,LANI95_0004,RANI95_0004,ANI95_0004,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000497.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000497.fna.gz,1,2942538,2942538,PASS,PASS,2780,1,0,0,0,262.0,0.0,PASS,False,KEEP
STRAIN_000498,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000498.fa.gz,2008102,1,2008102,True,,LNC_0336,RNC_0323,NC_0323,LANI95_0026,RANI95_0026,ANI95_0026,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000498.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000498.fna.gz,1,2008102,2008102,PASS,PASS,1649,1,0,0,0,312.0,0.0,PASS,False,KEEP
STRAIN_000499,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000499.fa.gz,1991195,1,1991195,True,,LNC_0001,RNC_0002,NC_0002,LANI95_0010,RANI95_0010,ANI95_0010,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000499.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000499.fna.gz,1,1991195,1991195,PASS,PASS,1864,1,1,0,0,271.0,0.0005364806866952,PASS,False,KEEP
STRAIN_000500,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000500.fa.gz,1865056,1,1865056,True,,LNC_0337,RNC_0324,NC_0324,LANI95_0007,RANI95_0007,ANI95_0007,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000500.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000500.fna.gz,1,1865056,1865056,PASS,PASS,1955,1,0,0,0,224.0,0.0,PASS,False,KEEP
STRAIN_000501,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000501.fa.gz,3329954,3,3259858,True,,LNC_0065,RNC_0059,NC_0059,LANI95_0001,RANI95_0001,ANI95_0001,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000501.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000501.fna.gz,3,3329954,3259858,PASS,PASS,3106,3,5,0,0,260.0,0.0016097875080489,PASS,False,KEEP
STRAIN_000502,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000502.fa.gz,1951552,3,1866970,True,,LNC_0338,RNC_0325,NC_0325,LANI95_0021,RANI95_0021,ANI95_0021,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000502.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000502.fna.gz,3,1951552,1866970,PASS,PASS,1864,3,2,0,0,265.5,0.0010729613733905,PASS,False,KEEP
STRAIN_000503,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000503.fa.gz,3013149,1,3013149,True,,LNC_0024,RNC_0023,NC_0023,LANI95_0003,RANI95_0003,ANI95_0003,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000503.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000503.fna.gz,1,3013149,3013149,PASS,PASS,2806,1,2,0,0,262.0,0.0007127583749109,PASS,False,KEEP
STRAIN_000504,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000504.fa.gz,2802160,6,2650097,True,,LNC_0339,RNC_0326,NC_0326,LANI95_0009,RANI95_0009,ANI95_0009,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000504.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000504.fna.gz,6,2802160,2650097,PASS,PASS,2796,6,7,0,0,252.0,0.0025035765379113,PASS,False,KEEP
STRAIN_000505,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000505.fa.gz,2012416,2,1954694,True,,LNC_0340,RNC_0327,NC_0327,LANI95_0005,RANI95_0005,ANI95_0005,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000505.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000505.fna.gz,2,2012416,1954694,PASS,PASS,2026,2,1,0,0,247.0,0.0004935834155972,PASS,False,KEEP
STRAIN_000506,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000506.fa.gz,2908459,27,551089,True,,LNC_0013,RNC_0014,NC_0014,LANI95_0003,RANI95_0003,ANI95_0003,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000506.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000506.fna.gz,27,2908459,551089,PASS,PASS,2725,25,29,0,0,262.0,0.0106422018348623,PASS,False,KEEP
STRAIN_000507,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000507.fa.gz,2967632,77,325793,True,,LNC_0024,RNC_0023,NC_0023,LANI95_0003,RANI95_0003,ANI95_0003,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000507.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000507.fna.gz,77,2967632,325793,PASS,PASS,2858,77,120,0,0,252.0,0.0419874037788663,PASS,False,KEEP
STRAIN_000508,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000508.fa.gz,3182431,84,335520,True,,LNC_0021,RNC_0021,NC_0021,LANI95_0001,RANI95_0001,ANI95_0001,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000508.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000508.fna.gz,84,3182431,335520,PASS,PASS,3047,83,45,0,0,253.0,0.0147686248769281,PASS,False,KEEP
STRAIN_000509,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000509.fa.gz,2969707,6,2710941,True,,LNC_0046,RNC_0043,NC_0043,LANI95_0004,RANI95_0004,ANI95_0004,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000509.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000509.fna.gz,6,2969707,2710941,PASS,PASS,2990,6,11,0,0,242.0,0.0036789297658862,PASS,False,KEEP
STRAIN_000510,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000510.fa.gz,1821173,1,1821173,True,,LNC_0341,RNC_0328,NC_0328,LANI95_0007,RANI95_0007,ANI95_0007,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000510.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000510.fna.gz,1,1821173,1821173,PASS,PASS,1934,1,2,0,0,221.0,0.0010341261633919,PASS,False,KEEP
STRAIN_000511,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000511.fa.gz,3343256,58,306783,True,,LNC_0040,RNC_0038,NC_0038,LANI95_0001,RANI95_0001,ANI95_0001,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000511.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000511.fna.gz,58,3343256,306783,PASS,PASS,3164,58,26,0,0,258.0,0.0082174462705436,PASS,False,KEEP
STRAIN_000512,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000512.fa.gz,2419201,14,416318,True,,LNC_0342,RNC_0329,NC_0329,LANI95_0009,RANI95_0009,ANI95_0009,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000512.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000512.fna.gz,14,2419201,416318,PASS,PASS,2339,13,5,0,0,260.0,0.0021376656690893,PASS,False,KEEP
STRAIN_000513,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000513.fa.gz,2467947,74,178913,True,,LNC_0343,RNC_0330,NC_0330,LANI95_0009,RANI95_0009,ANI95_0009,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000513.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000513.fna.gz,74,2467947,178913,PASS,PASS,2482,73,53,0,0,243.0,0.0213537469782433,PASS,False,KEEP
STRAIN_000514,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000514.fa.gz,3309473,5,3202808,True,,LNC_0006,RNC_0008,NC_0008,LANI95_0001,RANI95_0001,ANI95_0001,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000514.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000514.fna.gz,5,3309473,3202808,PASS,PASS,3110,5,5,0,0,256.5,0.0016077170418006,PASS,False,KEEP
STRAIN_000515,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000515.fa.gz,2011203,95,113352,True,,LNC_0344,RNC_0331,NC_0331,LANI95_0006,RANI95_0006,ANI95_0006,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000515.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000515.fna.gz,95,2011203,113352,PASS,PASS,2023,90,73,0,0,247.0,0.0360850222441917,PASS,False,KEEP
STRAIN_000516,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000516.fa.gz,3635902,1,3635902,True,,LNC_0042,RNC_0040,NC_0040,LANI95_0022,RANI95_0022,ANI95_0022,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000516.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000516.fna.gz,1,3635902,3635902,PASS,PASS,3473,1,0,0,0,255.0,0.0,PASS,False,KEEP
STRAIN_000517,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000517.fa.gz,1983266,108,170726,True,,LNC_0043,RNC_0041,NC_0041,LANI95_0005,RANI95_0005,ANI95_0005,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000517.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000517.fna.gz,108,1983266,170726,PASS,PASS,2008,106,88,0,0,247.0,0.0438247011952191,PASS,False,KEEP
STRAIN_000518,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000518.fa.gz,2043115,111,140940,True,,LNC_0345,RNC_0332,NC_0332,LANI95_0005,RANI95_0005,ANI95_0005,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000518.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000518.fna.gz,111,2043115,140940,PASS,PASS,2068,108,88,0,0,249.5,0.0425531914893617,PASS,False,KEEP
STRAIN_000519,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000519.fa.gz,1895978,138,101072,True,,LNC_0346,RNC_0333,NC_0333,LANI95_0005,RANI95_0005,ANI95_0005,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000519.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000519.fna.gz,138,1895978,101072,PASS,PASS,1961,135,143,0,0,237.0,0.0729219785823559,PASS,False,KEEP
STRAIN_000520,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000520.fa.gz,2432058,1,2432058,True,,LNC_0095,RNC_0091,NC_0091,LANI95_0008,RANI95_0008,ANI95_0008,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000520.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000520.fna.gz,1,2432058,2432058,PASS,PASS,2298,1,0,0,0,259.0,0.0,PASS,False,KEEP
STRAIN_000521,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000521.fa.gz,2414663,1,2414663,True,,LNC_0095,RNC_0091,NC_0091,LANI95_0008,RANI95_0008,ANI95_0008,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000521.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000521.fna.gz,1,2414663,2414663,PASS,PASS,2285,1,0,0,0,257.0,0.0,PASS,False,KEEP
STRAIN_000522,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000522.fa.gz,3170114,2,3063698,True,,LNC_0066,RNC_0060,NC_0060,LANI95_0004,RANI95_0004,ANI95_0004,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000522.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000522.fna.gz,2,3170114,3063698,PASS,PASS,3016,2,3,0,0,256.0,0.0009946949602122,PASS,False,KEEP
STRAIN_000523,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000523.fa.gz,2364041,50,317153,True,,LNC_0347,RNC_0334,NC_0334,LANI95_0002,RANI95_0002,ANI95_0002,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000523.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000523.fna.gz,50,2364041,317153,PASS,PASS,1961,48,37,0,0,305.0,0.0188679245283018,PASS,False,KEEP
STRAIN_000524,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000524.fa.gz,2510381,1,2510381,True,,LNC_0348,RNC_0335,NC_0335,LANI95_0012,RANI95_0012,ANI95_0012,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000524.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000524.fna.gz,1,2510381,2510381,PASS,PASS,2174,1,1,0,0,288.0,0.0004599816007359,PASS,False,KEEP
STRAIN_000525,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000525.fa.gz,1851207,1,1851207,True,,LNC_0022,RNC_0007,NC_0007,LANI95_0007,RANI95_0007,ANI95_0007,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000525.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000525.fna.gz,1,1851207,1851207,PASS,PASS,1936,1,0,0,0,227.0,0.0,PASS,False,KEEP
STRAIN_000526,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000526.fa.gz,2243572,1,2243572,True,,LNC_0059,RNC_0055,NC_0055,LANI95_0013,RANI95_0013,ANI95_0013,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000526.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000526.fna.gz,1,2243572,2243572,PASS,PASS,1831,1,1,0,0,292.0,0.0005461496450027,PASS,False,KEEP
STRAIN_000527,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000527.fa.gz,1857468,1,1857468,True,,LNC_0349,RNC_0336,NC_0336,LANI95_0007,RANI95_0007,ANI95_0007,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000527.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000527.fna.gz,1,1857468,1857468,PASS,PASS,1927,1,1,0,0,227.0,0.0005189413596263,PASS,False,KEEP
STRAIN_000528,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000528.fa.gz,1812305,1,1812305,True,,LNC_0038,RNC_0029,NC_0029,LANI95_0007,RANI95_0007,ANI95_0007,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000528.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000528.fna.gz,1,1812305,1812305,PASS,PASS,1917,1,1,0,0,225.0,0.0005216484089723,PASS,False,KEEP
STRAIN_000529,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000529.fa.gz,2974909,111,364043,True,,LNC_0004,RNC_0005,NC_0005,LANI95_0003,RANI95_0003,ANI95_0003,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000529.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000529.fna.gz,111,2974909,364043,PASS,PASS,2824,99,86,0,0,261.0,0.0304532577903682,PASS,False,KEEP
STRAIN_000530,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000530.fa.gz,3048314,150,434880,True,,LNC_0012,RNC_0013,NC_0013,LANI95_0004,RANI95_0004,ANI95_0004,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000530.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000530.fna.gz,150,3048314,434880,PASS,PASS,3082,135,158,0,0,246.0,0.0512654120700843,PASS,False,KEEP
STRAIN_000531,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000531.fa.gz,2049030,2,2035631,True,,LNC_0350,RNC_0337,NC_0337,LANI95_0017,RANI95_0017,ANI95_0017,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000531.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000531.fna.gz,2,2049030,2035631,PASS,PASS,2224,2,0,0,0,224.0,0.0,PASS,False,KEEP
STRAIN_000532,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000532.fa.gz,2255245,2,2209387,True,,LNC_0351,RNC_0338,NC_0338,LANI95_0017,RANI95_0017,ANI95_0017,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000532.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000532.fna.gz,2,2255245,2209387,PASS,PASS,2404,2,1,0,0,230.0,0.0004159733777038,PASS,False,KEEP
STRAIN_000533,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000533.fa.gz,2198663,2,2191149,True,,LNC_0352,RNC_0339,NC_0339,LANI95_0017,RANI95_0017,ANI95_0017,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000533.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000533.fna.gz,2,2198663,2191149,PASS,PASS,2315,2,0,0,0,231.0,0.0,PASS,False,KEEP
STRAIN_000534,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000534.fa.gz,3039280,1,3039280,True,,LNC_0096,RNC_0092,NC_0092,LANI95_0004,RANI95_0004,ANI95_0004,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000534.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000534.fna.gz,1,3039280,3039280,PASS,PASS,2960,1,1,0,0,247.0,0.0003378378378378,PASS,False,KEEP
STRAIN_000535,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000535.fa.gz,3330006,4,3174864,True,,LNC_0037,RNC_0006,NC_0006,LANI95_0001,RANI95_0001,ANI95_0001,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000535.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000535.fna.gz,4,3330006,3174864,PASS,PASS,3195,4,2,0,0,251.0,0.0006259780907668,PASS,False,KEEP
STRAIN_000536,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000536.fa.gz,2346663,1,2346663,True,,LNC_0353,RNC_0340,NC_0340,LANI95_0008,RANI95_0008,ANI95_0008,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000536.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000536.fna.gz,1,2346663,2346663,PASS,PASS,2233,1,0,0,0,259.0,0.0,PASS,False,KEEP
STRAIN_000537,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000537.fa.gz,3198690,1,3198690,True,,LNC_0019,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000537.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000537.fna.gz,1,3198690,3198690,PASS,PASS,3006,1,0,0,0,256.0,0.0,PASS,False,KEEP
STRAIN_000538,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000538.fa.gz,2148781,56,239104,True,,LNC_0354,RNC_0341,NC_0341,LANI95_0005,RANI95_0005,ANI95_0005,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000538.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000538.fna.gz,56,2148781,239104,PASS,PASS,2183,56,86,0,0,246.0,0.0393953275309207,PASS,False,KEEP
STRAIN_000539,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000539.fa.gz,3061587,2,3010957,True,,LNC_0066,RNC_0060,NC_0060,LANI95_0004,RANI95_0004,ANI95_0004,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000539.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000539.fna.gz,2,3061587,3010957,PASS,PASS,2911,2,3,0,0,259.0,0.0010305736860185,PASS,False,KEEP
STRAIN_000540,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000540.fa.gz,3038767,1,3038767,True,,LNC_0096,RNC_0092,NC_0092,LANI95_0004,RANI95_0004,ANI95_0004,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000540.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000540.fna.gz,1,3038767,3038767,PASS,PASS,2934,1,1,0,0,251.0,0.0003408316291751,PASS,False,KEEP
STRAIN_000541,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000541.fa.gz,3541869,4,3359427,True,,LNC_0097,RNC_0093,NC_0093,LANI95_0001,RANI95_0001,ANI95_0001,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000541.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000541.fna.gz,4,3541869,3359427,PASS,PASS,3381,4,6,0,0,250.0,0.0017746228926353,PASS,False,KEEP
STRAIN_000542,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000542.fa.gz,2317196,22,427072,True,,LNC_0098,RNC_0094,NC_0094,LANI95_0012,RANI95_0012,ANI95_0012,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000542.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000542.fna.gz,22,2317196,427072,PASS,PASS,1983,21,18,0,0,294.0,0.0090771558245083,PASS,False,KEEP
STRAIN_000543,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000543.fa.gz,3602752,1,3602752,True,,LNC_0355,RNC_0342,NC_0342,LANI95_0022,RANI95_0022,ANI95_0022,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000543.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000543.fna.gz,1,3602752,3602752,PASS,PASS,3427,1,1,0,0,255.0,0.0002918004085205,PASS,False,KEEP
STRAIN_000544,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000544.fa.gz,3291849,1,3291849,True,,LNC_0356,RNC_0003,NC_0003,LANI95_0001,RANI95_0001,ANI95_0001,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000544.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000544.fna.gz,1,3291849,3291849,PASS,PASS,3118,1,0,0,0,254.0,0.0,PASS,False,KEEP
